"(0.6, 0.7)"
###
100.0 0.0
75.35632183908044 1.1677718437731042
24.643678160919542 1.167771843773104
"(0.5, 0.8)"
###
98.81340579710145 1.5674216229219768
71.45071982281284 1.8575624669999338
27.362685974288603 2.330983820829996
"(0.4, 0.9)"
###
100.0 0.0
57.0387243735763 4.437179885398064
42.9612756264237 4.437179885398064
