"(0.6, 0.7)"
###
99.81388134936022 0.037991310473567026
70.25404157043879 2.4781125389963936
29.55983977892142 2.461872540087321
"(0.5, 0.8)"
###
99.80528511821976 0.018544274455263122
71.50485436893203 4.965594701347726
28.300430749287717 4.9705669633150835
"(0.4, 0.9)"
###
98.5637342908438 1.2655358360633198
62.864077669902905 12.788291138174259
35.6996566209409 11.905164080217956
