,order,num_trees,repetition,assignment,hidden_dim,layers,accuracy
762,64,8,2,0,128,3,1.0
763,64,8,2,0,256,3,1.0
764,64,8,2,0,512,3,1.0
765,64,8,2,1,32,3,1.0
766,64,8,2,1,64,3,1.0
767,64,8,2,1,128,3,1.0
768,64,8,2,1,256,3,1.0
769,64,8,2,1,512,3,1.0
770,64,8,2,2,32,3,0.625
771,64,8,2,2,64,3,1.0
772,64,8,2,2,128,3,0.875
773,64,8,2,2,256,3,1.0
774,64,8,2,2,512,3,1.0
775,64,8,2,3,32,3,0.875
776,64,8,2,3,64,3,1.0
777,64,8,2,3,128,3,1.0
778,64,8,2,3,256,3,1.0
779,64,8,2,3,512,3,1.0
780,64,8,3,0,32,3,1.0
781,64,8,3,0,64,3,1.0
782,64,8,3,0,128,3,1.0
783,64,8,3,0,256,3,1.0
784,64,8,3,0,512,3,1.0
785,64,8,3,1,32,3,1.0
786,64,8,3,1,64,3,1.0
787,64,8,3,1,128,3,1.0
788,64,8,3,1,256,3,1.0
789,64,8,3,1,512,3,1.0
790,64,8,3,2,32,3,1.0
791,64,8,3,2,64,3,1.0
792,64,8,3,2,128,3,1.0
793,64,8,3,2,256,3,1.0
794,64,8,3,2,512,3,1.0
795,64,8,3,3,32,3,0.875
796,64,8,3,3,64,3,1.0
797,64,8,3,3,128,3,1.0
798,64,8,3,3,256,3,1.0
799,64,8,3,3,512,3,1.0
800,64,16,0,0,32,3,0.9375
801,64,16,0,0,64,3,0.8125
802,64,16,0,0,128,3,0.9375
803,64,16,0,0,256,3,0.875
804,64,16,0,0,512,3,0.9375
805,64,16,0,1,32,3,1.0
806,64,16,0,1,64,3,0.8125
807,64,16,0,1,128,3,0.8125
808,64,16,0,1,256,3,1.0
809,64,16,0,1,512,3,1.0
810,64,16,0,2,32,3,0.75
811,64,16,0,2,64,3,0.8125
812,64,16,0,2,128,3,0.8125
813,64,16,0,2,256,3,1.0
814,64,16,0,2,512,3,1.0
815,64,16,0,3,32,3,0.75
816,64,16,0,3,64,3,0.75
817,64,16,0,3,128,3,1.0
818,64,16,0,3,256,3,1.0
819,64,16,0,3,512,3,1.0
820,64,16,1,0,32,3,1.0
821,64,16,1,0,64,3,1.0
822,64,16,1,0,128,3,1.0
823,64,16,1,0,256,3,1.0
824,64,16,1,0,512,3,1.0
825,64,16,1,1,32,3,0.875
826,64,16,1,1,64,3,1.0
827,64,16,1,1,128,3,0.875
828,64,16,1,1,256,3,1.0
829,64,16,1,1,512,3,1.0
830,64,16,1,2,32,3,0.9375
831,64,16,1,2,64,3,0.9375
832,64,16,1,2,128,3,0.625
833,64,16,1,2,256,3,1.0
834,64,16,1,2,512,3,1.0
835,64,16,1,3,32,3,0.8125
836,64,16,1,3,64,3,0.9375
837,64,16,1,3,128,3,1.0
838,64,16,1,3,256,3,1.0
839,64,16,1,3,512,3,1.0
840,64,16,2,0,32,3,0.8125
841,64,16,2,0,64,3,1.0
842,64,16,2,0,128,3,1.0
843,64,16,2,0,256,3,1.0
844,64,16,2,0,512,3,1.0
845,64,16,2,1,32,3,1.0
846,64,16,2,1,64,3,1.0
847,64,16,2,1,128,3,1.0
848,64,16,2,1,256,3,1.0
849,64,16,2,1,512,3,1.0
850,64,16,2,2,32,3,1.0
851,64,16,2,2,64,3,1.0
852,64,16,2,2,128,3,1.0
853,64,16,2,2,256,3,1.0
854,64,16,2,2,512,3,1.0
855,64,16,2,3,32,3,1.0
856,64,16,2,3,64,3,0.8125
857,64,16,2,3,128,3,1.0
858,64,16,2,3,256,3,1.0
859,64,16,2,3,512,3,1.0
860,64,16,3,0,32,3,0.9375
861,64,16,3,0,64,3,1.0
862,64,16,3,0,128,3,1.0
863,64,16,3,0,256,3,1.0
864,64,16,3,0,512,3,1.0
865,64,16,3,1,32,3,0.8125
866,64,16,3,1,64,3,0.75
867,64,16,3,1,128,3,0.8125
868,64,16,3,1,256,3,0.875
869,64,16,3,1,512,3,1.0
870,64,16,3,2,32,3,0.875
871,64,16,3,2,64,3,1.0
872,64,16,3,2,128,3,1.0
873,64,16,3,2,256,3,1.0
874,64,16,3,2,512,3,1.0
875,64,16,3,3,32,3,0.75
876,64,16,3,3,64,3,0.6875
877,64,16,3,3,128,3,1.0
878,64,16,3,3,256,3,1.0
879,64,16,3,3,512,3,1.0
880,64,32,0,0,32,3,0.75
881,64,32,0,0,64,3,0.75
882,64,32,0,0,128,3,0.78125
883,64,32,0,0,256,3,0.71875
884,64,32,0,0,512,3,1.0
885,64,32,0,1,32,3,0.71875
886,64,32,0,1,64,3,0.71875
887,64,32,0,1,128,3,0.6875
888,64,32,0,1,256,3,0.75
889,64,32,0,1,512,3,1.0
890,64,32,0,2,32,3,0.6875
891,64,32,0,2,64,3,0.71875
892,64,32,0,2,128,3,0.78125
893,64,32,0,2,256,3,0.90625
894,64,32,0,2,512,3,0.8125
895,64,32,0,3,32,3,0.71875
896,64,32,0,3,64,3,0.6875
897,64,32,0,3,128,3,0.65625
898,64,32,0,3,256,3,0.75
899,64,32,0,3,512,3,0.8125
900,64,32,1,0,32,3,0.84375
901,64,32,1,0,64,3,0.8125
902,64,32,1,0,128,3,0.78125
903,64,32,1,0,256,3,0.78125
904,64,32,1,0,512,3,0.9375
905,64,32,1,1,32,3,0.59375
906,64,32,1,1,64,3,0.8125
907,64,32,1,1,128,3,0.71875
908,64,32,1,1,256,3,0.90625
909,64,32,1,1,512,3,1.0
910,64,32,1,2,32,3,0.71875
911,64,32,1,2,64,3,0.65625
912,64,32,1,2,128,3,0.71875
913,64,32,1,2,256,3,0.71875
914,64,32,1,2,512,3,1.0
915,64,32,1,3,32,3,0.78125
916,64,32,1,3,64,3,0.8125
917,64,32,1,3,128,3,0.78125
918,64,32,1,3,256,3,0.71875
919,64,32,1,3,512,3,0.90625
920,64,32,2,0,32,3,0.6875
921,64,32,2,0,64,3,0.71875
922,64,32,2,0,128,3,0.78125
923,64,32,2,0,256,3,0.71875
924,64,32,2,0,512,3,0.9375
925,64,32,2,1,32,3,0.78125
926,64,32,2,1,64,3,0.75
927,64,32,2,1,128,3,0.78125
928,64,32,2,1,256,3,0.875
929,64,32,2,1,512,3,1.0
930,64,32,2,2,32,3,0.75
931,64,32,2,2,64,3,0.65625
932,64,32,2,2,128,3,0.71875
933,64,32,2,2,256,3,0.71875
934,64,32,2,2,512,3,0.90625
935,64,32,2,3,32,3,0.6875
936,64,32,2,3,64,3,0.6875
937,64,32,2,3,128,3,0.78125
938,64,32,2,3,256,3,0.8125
939,64,32,2,3,512,3,0.9375
940,64,32,3,0,32,3,0.75
941,64,32,3,0,64,3,0.78125
942,64,32,3,0,128,3,0.78125
943,64,32,3,0,256,3,0.875
944,64,32,3,0,512,3,0.875
945,64,32,3,1,32,3,0.59375
946,64,32,3,1,64,3,0.6875
947,64,32,3,1,128,3,0.84375
948,64,32,3,1,256,3,0.8125
949,64,32,3,1,512,3,0.84375
950,64,32,3,2,32,3,0.59375
951,64,32,3,2,64,3,0.625
952,64,32,3,2,128,3,0.625
953,64,32,3,2,256,3,0.75
954,64,32,3,2,512,3,1.0
955,64,32,3,3,32,3,0.6875
956,64,32,3,3,64,3,0.625
957,64,32,3,3,128,3,0.6875
958,64,32,3,3,256,3,0.625
959,64,32,3,3,512,3,0.90625
960,64,64,0,0,32,3,0.75
961,64,64,0,0,64,3,0.78125
962,64,64,0,0,128,3,0.6875
963,64,64,0,0,256,3,0.75
964,64,64,0,0,512,3,0.953125
965,64,64,0,1,32,3,0.59375
966,64,64,0,1,64,3,0.703125
967,64,64,0,1,128,3,0.65625
968,64,64,0,1,256,3,0.796875
969,64,64,0,1,512,3,0.734375
970,64,64,0,2,32,3,0.578125
971,64,64,0,2,64,3,0.59375
972,64,64,0,2,128,3,0.546875
973,64,64,0,2,256,3,0.59375
974,64,64,0,2,512,3,0.9375
975,64,64,0,3,32,3,0.59375
976,64,64,0,3,64,3,0.59375
977,64,64,0,3,128,3,0.625
978,64,64,0,3,256,3,0.6875
979,64,64,0,3,512,3,0.6875
980,64,64,1,0,32,3,0.71875
981,64,64,1,0,64,3,0.6875
982,64,64,1,0,128,3,0.6875
983,64,64,1,0,256,3,0.6875
984,64,64,1,0,512,3,0.984375
985,64,64,1,1,32,3,0.765625
986,64,64,1,1,64,3,0.703125
987,64,64,1,1,128,3,0.671875
988,64,64,1,1,256,3,0.765625
989,64,64,1,1,512,3,0.9375
990,64,64,1,2,32,3,0.703125
991,64,64,1,2,64,3,0.640625
992,64,64,1,2,128,3,0.734375
993,64,64,1,2,256,3,0.765625
994,64,64,1,2,512,3,0.84375
995,64,64,1,3,32,3,0.703125
996,64,64,1,3,64,3,0.6875
997,64,64,1,3,128,3,0.734375
998,64,64,1,3,256,3,0.703125
999,64,64,1,3,512,3,1.0
1000,64,64,2,0,32,3,0.59375
1001,64,64,2,0,64,3,0.625
1002,64,64,2,0,128,3,0.640625
1003,64,64,2,0,256,3,0.625
1004,64,64,2,0,512,3,0.84375
1005,64,64,2,1,32,3,0.65625
1006,64,64,2,1,64,3,0.609375
1007,64,64,2,1,128,3,0.65625
1008,64,64,2,1,256,3,0.578125
1009,64,64,2,1,512,3,0.640625
1010,64,64,2,2,32,3,0.671875
1011,64,64,2,2,64,3,0.609375
1012,64,64,2,2,128,3,0.625
1013,64,64,2,2,256,3,0.625
1014,64,64,2,2,512,3,0.8125
1015,64,64,2,3,32,3,0.625
1016,64,64,2,3,64,3,0.65625
1017,64,64,2,3,128,3,0.625
1018,64,64,2,3,256,3,0.796875
1019,64,64,2,3,512,3,0.8125
1020,64,64,3,0,32,3,0.6875
1021,64,64,3,0,64,3,0.703125
1022,64,64,3,0,128,3,0.703125
1023,64,64,3,0,256,3,0.796875
1024,64,64,3,0,512,3,1.0
1025,64,64,3,1,32,3,0.6875
1026,64,64,3,1,64,3,0.703125
1027,64,64,3,1,128,3,0.734375
1028,64,64,3,1,256,3,0.734375
1029,64,64,3,1,512,3,0.90625
1030,64,64,3,2,32,3,0.59375
1031,64,64,3,2,64,3,0.59375
1032,64,64,3,2,128,3,0.65625
1033,64,64,3,2,256,3,0.703125
1034,64,64,3,2,512,3,1.0
1035,64,64,3,3,32,3,0.671875
1036,64,64,3,3,64,3,0.734375
1037,64,64,3,3,128,3,0.65625
1038,64,64,3,3,256,3,0.71875
1039,64,64,3,3,512,3,0.96875
1040,64,128,0,0,32,3,0.640625
1041,64,128,0,0,64,3,0.625
1042,64,128,0,0,128,3,0.6171875
1043,64,128,0,0,256,3,0.6171875
1044,64,128,0,0,512,3,0.6484375
1045,64,128,0,1,32,3,0.5703125
1046,64,128,0,1,64,3,0.5859375
1047,64,128,0,1,128,3,0.6328125
1048,64,128,0,1,256,3,0.703125
1049,64,128,0,1,512,3,0.75
1050,64,128,0,2,32,3,0.609375
1051,64,128,0,2,64,3,0.6484375
1052,64,128,0,2,128,3,0.5546875
1053,64,128,0,2,256,3,0.6796875
1054,64,128,0,2,512,3,0.6875
1055,64,128,0,3,32,3,0.609375
1056,64,128,0,3,64,3,0.6328125
1057,64,128,0,3,128,3,0.640625
1058,64,128,0,3,256,3,0.640625
1059,64,128,0,3,512,3,0.9140625
1060,64,128,1,0,32,3,0.578125
1061,64,128,1,0,64,3,0.65625
1062,64,128,1,0,128,3,0.6484375
1063,64,128,1,0,256,3,0.6953125
1064,64,128,1,0,512,3,0.78125
1065,64,128,1,1,32,3,0.625
1066,64,128,1,1,64,3,0.640625
1067,64,128,1,1,128,3,0.6875
1068,64,128,1,1,256,3,0.703125
1069,64,128,1,1,512,3,0.7421875
1070,64,128,1,2,32,3,0.6171875
1071,64,128,1,2,64,3,0.6015625
1072,64,128,1,2,128,3,0.6328125
1073,64,128,1,2,256,3,0.734375
1074,64,128,1,2,512,3,0.8671875
1075,64,128,1,3,32,3,0.671875
1076,64,128,1,3,64,3,0.6015625
1077,64,128,1,3,128,3,0.671875
1078,64,128,1,3,256,3,0.625
1079,64,128,1,3,512,3,0.8359375
1080,64,128,2,0,32,3,0.5625
1081,64,128,2,0,64,3,0.65625
1082,64,128,2,0,128,3,0.671875
1083,64,128,2,0,256,3,0.65625
1084,64,128,2,0,512,3,0.90625
1085,64,128,2,1,32,3,0.609375
1086,64,128,2,1,64,3,0.609375
1087,64,128,2,1,128,3,0.6328125
1088,64,128,2,1,256,3,0.578125
1089,64,128,2,1,512,3,0.796875
1090,64,128,2,2,32,3,0.484375
1091,64,128,2,2,64,3,0.578125
1092,64,128,2,2,128,3,0.5703125
1093,64,128,2,2,256,3,0.5859375
1094,64,128,2,2,512,3,0.765625
1095,64,128,2,3,32,3,0.578125
1096,64,128,2,3,64,3,0.5859375
1097,64,128,2,3,128,3,0.5859375
1098,64,128,2,3,256,3,0.6640625
1099,64,128,2,3,512,3,0.8203125
1100,64,128,3,0,32,3,0.6484375
1101,64,128,3,0,64,3,0.6640625
1102,64,128,3,0,128,3,0.6796875
1103,64,128,3,0,256,3,0.7265625
1104,64,128,3,0,512,3,0.8125
1105,64,128,3,1,32,3,0.59375
1106,64,128,3,1,64,3,0.6484375
1107,64,128,3,1,128,3,0.6640625
1108,64,128,3,1,256,3,0.6484375
1109,64,128,3,1,512,3,0.8515625
1110,64,128,3,2,32,3,0.6171875
1111,64,128,3,2,64,3,0.6328125
1112,64,128,3,2,128,3,0.6171875
1113,64,128,3,2,256,3,0.6484375
1114,64,128,3,2,512,3,0.671875
1115,64,128,3,3,32,3,0.53125
1116,64,128,3,3,64,3,0.578125
1117,64,128,3,3,128,3,0.5546875
1118,64,128,3,3,256,3,0.5390625
1119,64,128,3,3,512,3,0.6328125
1120,128,4,0,0,32,3,1.0
1121,128,4,0,0,64,3,1.0
1122,128,4,0,0,128,3,1.0
1123,128,4,0,0,256,3,1.0
1124,128,4,0,0,512,3,1.0
1125,128,4,0,1,32,3,1.0
1126,128,4,0,1,64,3,1.0
1127,128,4,0,1,128,3,1.0
1128,128,4,0,1,256,3,1.0
1129,128,4,0,1,512,3,1.0
1130,128,4,0,2,32,3,1.0
1131,128,4,0,2,64,3,1.0
1132,128,4,0,2,128,3,1.0
1133,128,4,0,2,256,3,1.0
1134,128,4,0,2,512,3,1.0
1135,128,4,0,3,32,3,0.75
1136,128,4,0,3,64,3,0.5
1137,128,4,0,3,128,3,1.0
1138,128,4,0,3,256,3,1.0
1139,128,4,0,3,512,3,1.0
1140,128,4,1,0,32,3,1.0
1141,128,4,1,0,64,3,1.0
1142,128,4,1,0,128,3,1.0
1143,128,4,1,0,256,3,1.0
1144,128,4,1,0,512,3,1.0
1145,128,4,1,1,32,3,1.0
1146,128,4,1,1,64,3,1.0
1147,128,4,1,1,128,3,1.0
1148,128,4,1,1,256,3,1.0
1149,128,4,1,1,512,3,1.0
1150,128,4,1,2,32,3,0.75
1151,128,4,1,2,64,3,1.0
1152,128,4,1,2,128,3,1.0
1153,128,4,1,2,256,3,1.0
1154,128,4,1,2,512,3,1.0
1155,128,4,1,3,32,3,1.0
1156,128,4,1,3,64,3,1.0
1157,128,4,1,3,128,3,1.0
1158,128,4,1,3,256,3,1.0
1159,128,4,1,3,512,3,1.0
1160,128,4,2,0,32,3,1.0
1161,128,4,2,0,64,3,1.0
1162,128,4,2,0,128,3,1.0
1163,128,4,2,0,256,3,1.0
1164,128,4,2,0,512,3,1.0
1165,128,4,2,1,32,3,1.0
1166,128,4,2,1,64,3,1.0
1167,128,4,2,1,128,3,1.0
1168,128,4,2,1,256,3,1.0
1169,128,4,2,1,512,3,1.0
1170,128,4,2,2,32,3,1.0
1171,128,4,2,2,64,3,1.0
1172,128,4,2,2,128,3,1.0
1173,128,4,2,2,256,3,1.0
1174,128,4,2,2,512,3,1.0
1175,128,4,2,3,32,3,1.0
1176,128,4,2,3,64,3,1.0
1177,128,4,2,3,128,3,1.0
1178,128,4,2,3,256,3,1.0
1179,128,4,2,3,512,3,1.0
1180,128,4,3,0,32,3,1.0
1181,128,4,3,0,64,3,1.0
1182,128,4,3,0,128,3,1.0
1183,128,4,3,0,256,3,1.0
1184,128,4,3,0,512,3,1.0
1185,128,4,3,1,32,3,1.0
1186,128,4,3,1,64,3,1.0
1187,128,4,3,1,128,3,1.0
1188,128,4,3,1,256,3,1.0
1189,128,4,3,1,512,3,1.0
1190,128,4,3,2,32,3,1.0
1191,128,4,3,2,64,3,1.0
1192,128,4,3,2,128,3,1.0
1193,128,4,3,2,256,3,1.0
1194,128,4,3,2,512,3,1.0
1195,128,4,3,3,32,3,1.0
1196,128,4,3,3,64,3,1.0
1197,128,4,3,3,128,3,1.0
1198,128,4,3,3,256,3,1.0
1199,128,4,3,3,512,3,1.0
1200,128,8,0,0,32,3,1.0
1201,128,8,0,0,64,3,1.0
1202,128,8,0,0,128,3,1.0
1203,128,8,0,0,256,3,1.0
1204,128,8,0,0,512,3,1.0
1205,128,8,0,1,32,3,0.625
1206,128,8,0,1,64,3,0.75
1207,128,8,0,1,128,3,0.625
1208,128,8,0,1,256,3,0.75
1209,128,8,0,1,512,3,1.0
1210,128,8,0,2,32,3,0.625
1211,128,8,0,2,64,3,0.625
1212,128,8,0,2,128,3,1.0
1213,128,8,0,2,256,3,0.75
1214,128,8,0,2,512,3,1.0
1215,128,8,0,3,32,3,1.0
1216,128,8,0,3,64,3,1.0
1217,128,8,0,3,128,3,1.0
1218,128,8,0,3,256,3,1.0
1219,128,8,0,3,512,3,1.0
1220,128,8,1,0,32,3,1.0
1221,128,8,1,0,64,3,1.0
1222,128,8,1,0,128,3,1.0
1223,128,8,1,0,256,3,1.0
1224,128,8,1,0,512,3,1.0
1225,128,8,1,1,32,3,0.75
1226,128,8,1,1,64,3,0.75
1227,128,8,1,1,128,3,0.75
1228,128,8,1,1,256,3,1.0
1229,128,8,1,1,512,3,1.0
1230,128,8,1,2,32,3,0.625
1231,128,8,1,2,64,3,0.625
1232,128,8,1,2,128,3,1.0
1233,128,8,1,2,256,3,1.0
1234,128,8,1,2,512,3,1.0
1235,128,8,1,3,32,3,0.75
1236,128,8,1,3,64,3,1.0
1237,128,8,1,3,128,3,1.0
1238,128,8,1,3,256,3,1.0
1239,128,8,1,3,512,3,1.0
1240,128,8,2,0,32,3,0.875
1241,128,8,2,0,64,3,0.875
1242,128,8,2,0,128,3,0.875
1243,128,8,2,0,256,3,1.0
1244,128,8,2,0,512,3,1.0
1245,128,8,2,1,32,3,0.875
1246,128,8,2,1,64,3,1.0
1247,128,8,2,1,128,3,1.0
1248,128,8,2,1,256,3,1.0
1249,128,8,2,1,512,3,1.0
1250,128,8,2,2,32,3,1.0
1251,128,8,2,2,64,3,1.0
1252,128,8,2,2,128,3,1.0
1253,128,8,2,2,256,3,1.0
1254,128,8,2,2,512,3,1.0
1255,128,8,2,3,32,3,1.0
1256,128,8,2,3,64,3,1.0
1257,128,8,2,3,128,3,1.0
1258,128,8,2,3,256,3,1.0
1259,128,8,2,3,512,3,1.0
1260,128,8,3,0,32,3,0.75
1261,128,8,3,0,64,3,0.875
1262,128,8,3,0,128,3,0.75
1263,128,8,3,0,256,3,0.75
1264,128,8,3,0,512,3,1.0
1265,128,8,3,1,32,3,0.75
1266,128,8,3,1,64,3,1.0
1267,128,8,3,1,128,3,0.625
1268,128,8,3,1,256,3,1.0
1269,128,8,3,1,512,3,1.0
1270,128,8,3,2,32,3,1.0
1271,128,8,3,2,64,3,1.0
1272,128,8,3,2,128,3,1.0
1273,128,8,3,2,256,3,1.0
1274,128,8,3,2,512,3,1.0
1275,128,8,3,3,32,3,1.0
1276,128,8,3,3,64,3,1.0
1277,128,8,3,3,128,3,1.0
1278,128,8,3,3,256,3,1.0
1279,128,8,3,3,512,3,1.0
1280,128,16,0,0,32,3,0.9375
1281,128,16,0,0,64,3,0.9375
1282,128,16,0,0,128,3,0.8125
1283,128,16,0,0,256,3,1.0
1284,128,16,0,0,512,3,1.0
1285,128,16,0,1,32,3,0.75
1286,128,16,0,1,64,3,0.75
1287,128,16,0,1,128,3,0.75
1288,128,16,0,1,256,3,0.625
1289,128,16,0,1,512,3,0.8125
1290,128,16,0,2,32,3,0.75
1291,128,16,0,2,64,3,0.6875
1292,128,16,0,2,128,3,0.75
1293,128,16,0,2,256,3,0.75
1294,128,16,0,2,512,3,0.6875
1295,128,16,0,3,32,3,0.6875
1296,128,16,0,3,64,3,0.6875
1297,128,16,0,3,128,3,0.75
1298,128,16,0,3,256,3,0.75
1299,128,16,0,3,512,3,0.6875
1300,128,16,1,0,32,3,0.875
1301,128,16,1,0,64,3,0.875
1302,128,16,1,0,128,3,0.9375
1303,128,16,1,0,256,3,0.6875
1304,128,16,1,0,512,3,0.8125
1305,128,16,1,1,32,3,0.75
1306,128,16,1,1,64,3,0.75
1307,128,16,1,1,128,3,0.75
1308,128,16,1,1,256,3,0.8125
1309,128,16,1,1,512,3,0.8125
1310,128,16,1,2,32,3,0.75
1311,128,16,1,2,64,3,0.75
1312,128,16,1,2,128,3,0.8125
1313,128,16,1,2,256,3,1.0
1314,128,16,1,2,512,3,1.0
1315,128,16,1,3,32,3,0.9375
1316,128,16,1,3,64,3,0.875
1317,128,16,1,3,128,3,0.875
1318,128,16,1,3,256,3,0.875
1319,128,16,1,3,512,3,0.875
1320,128,16,2,0,32,3,0.875
1321,128,16,2,0,64,3,0.875
1322,128,16,2,0,128,3,0.6875
1323,128,16,2,0,256,3,0.875
1324,128,16,2,0,512,3,1.0
1325,128,16,2,1,32,3,0.5625
1326,128,16,2,1,64,3,0.8125
1327,128,16,2,1,128,3,0.8125
1328,128,16,2,1,256,3,0.875
1329,128,16,2,1,512,3,0.875
1330,128,16,2,2,32,3,0.5625
1331,128,16,2,2,64,3,0.75
1332,128,16,2,2,128,3,0.9375
1333,128,16,2,2,256,3,0.875
1334,128,16,2,2,512,3,0.875
1335,128,16,2,3,32,3,0.625
1336,128,16,2,3,64,3,0.6875
1337,128,16,2,3,128,3,0.875
1338,128,16,2,3,256,3,0.8125
1339,128,16,2,3,512,3,0.8125
1340,128,16,3,0,32,3,0.6875
1341,128,16,3,0,64,3,0.75
1342,128,16,3,0,128,3,0.75
1343,128,16,3,0,256,3,0.8125
1344,128,16,3,0,512,3,0.8125
1345,128,16,3,1,32,3,0.625
1346,128,16,3,1,64,3,0.625
1347,128,16,3,1,128,3,0.6875
1348,128,16,3,1,256,3,0.5625
1349,128,16,3,1,512,3,0.75
1350,128,16,3,2,32,3,0.6875
1351,128,16,3,2,64,3,0.6875
1352,128,16,3,2,128,3,0.75
1353,128,16,3,2,256,3,0.875
1354,128,16,3,2,512,3,0.8125
1355,128,16,3,3,32,3,0.6875
1356,128,16,3,3,64,3,0.75
1357,128,16,3,3,128,3,0.75
1358,128,16,3,3,256,3,0.8125
1359,128,16,3,3,512,3,0.875
1360,128,32,0,0,32,3,0.65625
1361,128,32,0,0,64,3,0.71875
1362,128,32,0,0,128,3,0.6875
1363,128,32,0,0,256,3,0.6875
1364,128,32,0,0,512,3,0.84375
1365,128,32,0,1,32,3,0.59375
1366,128,32,0,1,64,3,0.75
1367,128,32,0,1,128,3,0.78125
1368,128,32,0,1,256,3,0.71875
1369,128,32,0,1,512,3,0.78125
1370,128,32,0,2,32,3,0.53125
1371,128,32,0,2,64,3,0.59375
1372,128,32,0,2,128,3,0.625
1373,128,32,0,2,256,3,0.6875
1374,128,32,0,2,512,3,0.625
1375,128,32,0,3,32,3,0.59375
1376,128,32,0,3,64,3,0.59375
1377,128,32,0,3,128,3,0.78125
1378,128,32,0,3,256,3,0.75
1379,128,32,0,3,512,3,0.8125
1380,128,32,1,0,32,3,0.6875
1381,128,32,1,0,64,3,0.6875
1382,128,32,1,0,128,3,0.6875
1383,128,32,1,0,256,3,0.75
1384,128,32,1,0,512,3,0.75
1385,128,32,1,1,32,3,0.65625
1386,128,32,1,1,64,3,0.6875
1387,128,32,1,1,128,3,0.6875
1388,128,32,1,1,256,3,0.71875
1389,128,32,1,1,512,3,0.75
1390,128,32,1,2,32,3,0.59375
1391,128,32,1,2,64,3,0.65625
1392,128,32,1,2,128,3,0.59375
1393,128,32,1,2,256,3,0.6875
1394,128,32,1,2,512,3,0.71875
1395,128,32,1,3,32,3,0.625
1396,128,32,1,3,64,3,0.65625
1397,128,32,1,3,128,3,0.59375
1398,128,32,1,3,256,3,0.65625
1399,128,32,1,3,512,3,0.8125
1400,128,32,2,0,32,3,0.59375
1401,128,32,2,0,64,3,0.75
1402,128,32,2,0,128,3,0.53125
1403,128,32,2,0,256,3,0.65625
1404,128,32,2,0,512,3,0.9375
1405,128,32,2,1,32,3,0.5
1406,128,32,2,1,64,3,0.625
1407,128,32,2,1,128,3,0.6875
1408,128,32,2,1,256,3,0.625
1409,128,32,2,1,512,3,0.875
1410,128,32,2,2,32,3,0.53125
1411,128,32,2,2,64,3,0.65625
1412,128,32,2,2,128,3,0.65625
1413,128,32,2,2,256,3,0.625
1414,128,32,2,2,512,3,0.65625
1415,128,32,2,3,32,3,0.65625
1416,128,32,2,3,64,3,0.59375
1417,128,32,2,3,128,3,0.59375
1418,128,32,2,3,256,3,0.65625
1419,128,32,2,3,512,3,0.8125
1420,128,32,3,0,32,3,0.84375
1421,128,32,3,0,64,3,0.84375
1422,128,32,3,0,128,3,0.84375
1423,128,32,3,0,256,3,0.84375
1424,128,32,3,0,512,3,0.84375
1425,128,32,3,1,32,3,0.71875
1426,128,32,3,1,64,3,0.75
1427,128,32,3,1,128,3,0.75
1428,128,32,3,1,256,3,0.6875
1429,128,32,3,1,512,3,0.71875
1430,128,32,3,2,32,3,0.59375
1431,128,32,3,2,64,3,0.59375
1432,128,32,3,2,128,3,0.65625
1433,128,32,3,2,256,3,0.71875
1434,128,32,3,2,512,3,0.6875
1435,128,32,3,3,32,3,0.59375
1436,128,32,3,3,64,3,0.59375
1437,128,32,3,3,128,3,0.625
1438,128,32,3,3,256,3,0.6875
1439,128,32,3,3,512,3,0.65625
1440,128,64,0,0,32,3,0.71875
1441,128,64,0,0,64,3,0.59375
1442,128,64,0,0,128,3,0.5625
1443,128,64,0,0,256,3,0.734375
1444,128,64,0,0,512,3,0.671875
1445,128,64,0,1,32,3,0.5625
1446,128,64,0,1,64,3,0.5625
1447,128,64,0,1,128,3,0.53125
1448,128,64,0,1,256,3,0.53125
1449,128,64,0,1,512,3,0.625
1450,128,64,0,2,32,3,0.59375
1451,128,64,0,2,64,3,0.625
1452,128,64,0,2,128,3,0.609375
1453,128,64,0,2,256,3,0.625
1454,128,64,0,2,512,3,0.671875
1455,128,64,0,3,32,3,0.671875
1456,128,64,0,3,64,3,0.671875
1457,128,64,0,3,128,3,0.671875
1458,128,64,0,3,256,3,0.640625
1459,128,64,0,3,512,3,0.671875
1460,128,64,1,0,32,3,0.6875
1461,128,64,1,0,64,3,0.59375
1462,128,64,1,0,128,3,0.65625
1463,128,64,1,0,256,3,0.609375
1464,128,64,1,0,512,3,0.625
1465,128,64,1,1,32,3,0.609375
1466,128,64,1,1,64,3,0.640625
1467,128,64,1,1,128,3,0.609375
1468,128,64,1,1,256,3,0.640625
1469,128,64,1,1,512,3,0.65625
1470,128,64,1,2,32,3,0.59375
1471,128,64,1,2,64,3,0.625
1472,128,64,1,2,128,3,0.65625
1473,128,64,1,2,256,3,0.609375
1474,128,64,1,2,512,3,0.65625
1475,128,64,1,3,32,3,0.5625
1476,128,64,1,3,64,3,0.59375
1477,128,64,1,3,128,3,0.5625
1478,128,64,1,3,256,3,0.609375
1479,128,64,1,3,512,3,0.625
1480,128,64,2,0,32,3,0.59375
1481,128,64,2,0,64,3,0.625
1482,128,64,2,0,128,3,0.640625
1483,128,64,2,0,256,3,0.65625
1484,128,64,2,0,512,3,0.640625
1485,128,64,2,1,32,3,0.578125
1486,128,64,2,1,64,3,0.578125
1487,128,64,2,1,128,3,0.609375
