,order,num_trees,repetition,assignment,hidden_dim,layers,accuracy
1488,128,64,2,1,256,3,0.59375
1489,128,64,2,1,512,3,0.578125
1490,128,64,2,2,32,3,0.609375
1491,128,64,2,2,64,3,0.625
1492,128,64,2,2,128,3,0.625
1493,128,64,2,2,256,3,0.625
1494,128,64,2,2,512,3,0.625
1495,128,64,2,3,32,3,0.5625
1496,128,64,2,3,64,3,0.59375
1497,128,64,2,3,128,3,0.65625
1498,128,64,2,3,256,3,0.625
1499,128,64,2,3,512,3,0.640625
1500,128,64,3,0,32,3,0.59375
1501,128,64,3,0,64,3,0.640625
1502,128,64,3,0,128,3,0.640625
1503,128,64,3,0,256,3,0.65625
1504,128,64,3,0,512,3,0.6875
1505,128,64,3,1,32,3,0.609375
1506,128,64,3,1,64,3,0.5625
1507,128,64,3,1,128,3,0.640625
1508,128,64,3,1,256,3,0.609375
1509,128,64,3,1,512,3,0.625
1510,128,64,3,2,32,3,0.578125
1511,128,64,3,2,64,3,0.609375
1512,128,64,3,2,128,3,0.578125
1513,128,64,3,2,256,3,0.59375
1514,128,64,3,2,512,3,0.625
1515,128,64,3,3,32,3,0.625
1516,128,64,3,3,64,3,0.6875
1517,128,64,3,3,128,3,0.65625
1518,128,64,3,3,256,3,0.6875
1519,128,64,3,3,512,3,0.703125
1520,128,128,0,0,32,3,0.5625
1521,128,128,0,0,64,3,0.59375
1522,128,128,0,0,128,3,0.515625
1523,128,128,0,0,256,3,0.5859375
1524,128,128,0,0,512,3,0.6328125
1525,128,128,0,1,32,3,0.6015625
1526,128,128,0,1,64,3,0.6328125
1527,128,128,0,1,128,3,0.6171875
1528,128,128,0,1,256,3,0.6171875
1529,128,128,0,1,512,3,0.6640625
1530,128,128,0,2,32,3,0.609375
1531,128,128,0,2,64,3,0.578125
1532,128,128,0,2,128,3,0.59375
1533,128,128,0,2,256,3,0.59375
1534,128,128,0,2,512,3,0.578125
1535,128,128,0,3,32,3,0.5546875
1536,128,128,0,3,64,3,0.6171875
1537,128,128,0,3,128,3,0.5859375
1538,128,128,0,3,256,3,0.625
1539,128,128,0,3,512,3,0.6328125
1540,128,128,1,0,32,3,0.5625
1541,128,128,1,0,64,3,0.609375
1542,128,128,1,0,128,3,0.6171875
1543,128,128,1,0,256,3,0.609375
1544,128,128,1,0,512,3,0.6015625
1545,128,128,1,1,32,3,0.5859375
1546,128,128,1,1,64,3,0.578125
1547,128,128,1,1,128,3,0.578125
1548,128,128,1,1,256,3,0.5703125
1549,128,128,1,1,512,3,0.578125
1550,128,128,1,2,32,3,0.5859375
1551,128,128,1,2,64,3,0.59375
1552,128,128,1,2,128,3,0.578125
1553,128,128,1,2,256,3,0.6328125
1554,128,128,1,2,512,3,0.6484375
1555,128,128,1,3,32,3,0.515625
1556,128,128,1,3,64,3,0.546875
1557,128,128,1,3,128,3,0.59375
1558,128,128,1,3,256,3,0.546875
1559,128,128,1,3,512,3,0.609375
1560,128,128,2,0,32,3,0.6015625
1561,128,128,2,0,64,3,0.546875
1562,128,128,2,0,128,3,0.625
1563,128,128,2,0,256,3,0.5859375
1564,128,128,2,0,512,3,0.6015625
1565,128,128,2,1,32,3,0.6015625
1566,128,128,2,1,64,3,0.6171875
1567,128,128,2,1,128,3,0.6015625
1568,128,128,2,1,256,3,0.6484375
1569,128,128,2,1,512,3,0.65625
1570,128,128,2,2,32,3,0.5703125
1571,128,128,2,2,64,3,0.5390625
1572,128,128,2,2,128,3,0.546875
1573,128,128,2,2,256,3,0.53125
1574,128,128,2,2,512,3,0.515625
1575,128,128,2,3,32,3,0.5546875
1576,128,128,2,3,64,3,0.609375
1577,128,128,2,3,128,3,0.609375
1578,128,128,2,3,256,3,0.6171875
1579,128,128,2,3,512,3,0.609375
1580,128,128,3,0,32,3,0.5859375
1581,128,128,3,0,64,3,0.65625
1582,128,128,3,0,128,3,0.6484375
1583,128,128,3,0,256,3,0.6171875
1584,128,128,3,0,512,3,0.6328125
1585,128,128,3,1,32,3,0.5703125
1586,128,128,3,1,64,3,0.5390625
1587,128,128,3,1,128,3,0.53125
1588,128,128,3,1,256,3,0.546875
1589,128,128,3,1,512,3,0.609375
1590,128,128,3,2,32,3,0.6015625
1591,128,128,3,2,64,3,0.6015625
1592,128,128,3,2,128,3,0.609375
1593,128,128,3,2,256,3,0.609375
1594,128,128,3,2,512,3,0.609375
1595,128,128,3,3,32,3,0.625
1596,128,128,3,3,64,3,0.625
1597,128,128,3,3,128,3,0.640625
1598,128,128,3,3,256,3,0.6171875
1599,128,128,3,3,512,3,0.7890625
